username,unclassified predictions
yateseay,individual
ajguerra101,individual
Amiruljiko,individual
Slayer22Tavion,individual
scpcapital,business
RousseauxSt,individual
GBrott,individual
BillPugh66,individual
WorthiAmy,individual
kreditrash,business
BusinessLoansOz,individual
IncQbations,business
LukebAbell,individual
bdearing007,individual
tracyalloway,individual
DJCleaningServ,business
ingogrunig,individual
A1Marketinginfo,individual
harveyannie,individual
Voip4Ex,business
Unicuscapital,individual
coachbarrow,individual
elisethre,individual
amandawaltz,individual
Madhur_Grover,individual
Robderbs,individual
Javen_sun,individual
shaynaSjackson,individual
RankinsJonathan,individual
ExpressCashFlow,business
dhavalmehta90,individual
hoekedonphoto,individual
watsonandjames,business
67gizmos,individual
BenharOffice,business
Crowdfunding_PR,individual
pathikvsharma,individual
gaborschulz,individual
darlingiam,individual
joyustore,business
MarcAdesso,individual
dremencov,individual
vrlkene,individual
micjohnsonMJ,individual
clehman03,individual
Dial800,business
casperhalllas,individual
consultmo,individual
RustySommer,individual
jjBrklyn,individual
loaneedTweets,business
MoDince,individual
WhatsaUte,individual
215javy215,individual
mayatbridgegate,business
johnarens,individual
NHeroCreative,business
DanielvdHeyden,individual
awesomepaletas,individual
GetThatFunding,business
GrandmasStash,individual
ticklepinkdance,business
sierragrauhna2,individual
jschlueter,individual
MelodyArrington,individual
jefferyemcc,individual
bdjohnst,individual
IvoryConsulting,business
molague12,individual
MatthewMkelley,individual
BozekBarowski,business
tmrfunding,business
CezarAlmeidaBR,individual
rockstock_me,business
jdsolo,individual
bbendett,individual
LoanzyNY,business
HydeParkEdTech,business
alynncutler,individual
JamielFCotman,individual
allyson06182720,individual
KLEINOPS_SJMX,business
StevePrediletto,individual
JoeFloccari,individual
NigelGlenday,individual
fintechbusdev,individual
itumac,individual
LadoGurgenidze,individual
SupplierPayPro,individual
NirajShah01,individual
jimenheigel,individual
misteryu1029,individual
Nvestly,business
ResponseCRMllc,business
montclaregroup,business
ExtrovertedGeek,individual
Bergzerker,individual
LauraADresser,individual
Stephan03058682,individual
n2od,individual
iBankInc,business
maritimecleana1,individual
alyssadeeg,individual
Infinit_Mgmt,business
DjDt3,individual
JMutchko,business
travisnuttall,individual
BFSSUMMIT,business
joshua_d_smith1,individual
SassyPSpa,individual
txthub,business
FiscalFocusPGH,business
FinishinTouchNW,business
DUQUEredes,individual
AlanGovea10,individual
krivitsw,individual
RBSolutions4U,business
tampabaybugs,business
DoughjaCanna,individual
JennHalfmann,individual
BrewBuys,business
brettburky,individual
LeviPetrone,individual
AlbertPriso,business
ChrisRocheDC,individual
FerrisGlobal,individual
whitneywortman,individual
yusefs_besty,individual
GeneralMercFund,business
DanPCoughlin,business
how_to_jet_set,business
KBrizan,individual
cdotharter,individual
WindleStew,individual
samantica,individual
investmentace2,business
crrz1,individual
JessieMRo,individual
shaebabe96,individual
ioancora,individual
sganatweets,individual
PolusCapital,business
MARKG903,individual
Finkeltweets,individual
EVManagement,business
CorpFintechUK,individual
jm630,individual
cnayak,individual
GBQ_Tyler,individual
phoenixrozeny,business
TriForce_Tech,business
LendIQ,business
Imbmase,business
Riverheads,individual
jillian__fox,individual
lorinheah,individual
AdvanceCard_LLC,business
EamonDavis,individual
iheartpython,individual
almagarciacar,individual
JeanCDuvan,business
ChrisDuncanA,individual
GoGoFunding,individual
Options4Funding,business
DOrosoo,individual
colinjenkin,individual
cti4abl,business
LonnaLexi,individual
HannahjLurie,individual
jdeniso,individual
joeroman09,individual
sellalab,business
LydiaKristen,individual
DCTweetBounce,individual
amylbrown70,individual
AsianBizExpo,business
opengovnet,business
ScreenBridge,business
CraigMcCaw,individual
leonika1980,individual
GoodDeed2787,individual
john_pellew,individual
Jc875Juan,individual
MainSourceBank,business
jptlv2wo,individual
maiameraime,individual
nestorsolari,individual
82de7dc31080426,individual
MPStarFinancial,business
Tickstarter,business
BankLibDay,individual
Tech_Impact,business
onistplatform,business
targetbizcap,business
Smart_Funding,business
ElaineLamson,individual
swaggrdwnpat,individual
MTCultureShop,individual
cuttheshxtokay,individual
BeverlyRegan,individual
harrizon_alex,individual
kathryndesutter,individual
dan8dan8,individual
bdrevicky,individual
TotalMakeoverTV,individual
docofgames,individual
Hukk__,business
LaurenBarnesNYC,individual
Virtual_Mall_1,business
BibleSquad,business
rgraham71,individual
guebaum,individual
conscapi,individual
NTepalcingo,individual
MixMastaKing,individual
EconWorldNews,individual
EliMichal,individual
TeeRestaurant,business
SaavicoUK,business
stefdivincenzo,individual
kiran_lingam,individual
SHEBNB,individual
ICOexchange,business
holmes54109,individual
mtlhawk33,business
adrianweber,individual
HiraNyabAhu_,business
AllyInvest,business
misterpago,individual
sandyabrams,individual
RennardWatkins,individual
elloelmero,individual
brillbusblogs,individual
weex,business
rcolebryan,individual
AtmosCrux,business
MillingtonGumbo,individual
Petrecson,individual
RayPCiervo,business
fintechitaly,individual
911coffee,individual
911d89f8db9e44b,individual
exoulster,individual
sbluth,individual
miguelAntoinne,individual
StreamsideVntrs,business
mdcitybarber,individual
nlbruce,individual
EduardoErives,individual
jefcra,business
bytecc400,individual
Corp_Prophet,individual
ChiropracticATX,business
jerdmegd,individual
majromero,individual
asad09,individual
mxtradeforex,business
JackieSternNYC,individual
TimLussier,individual
JScott107,individual
mgsolorzano,individual
davescheif,individual
nagardner,individual
Ad_cB,individual
JustinSchille,individual
LWeaverDC,individual
VA_Hewitt,individual
OllyMVFLondon,individual
CandCFinancial,business
E_Freehold,individual
juliosil99,individual
mlenowCA,business
AimeFearon,individual
SiciliaVictor,individual
Andresbm89,individual
RanottiSc,individual
traderhoney,individual
robbyswope,individual
alexillescasp,individual
TheSashBag,business
tahiradosani,individual
benbranham,individual
adamjosephnyc,individual
JMartinezGodas,individual
kenrossi,business
voltagevalley,business
ChrisIdol22,individual
TechSuperwomen,individual
ron_madarasz,individual
JaredLMayer,individual
GetSadie,business
AnneJorgensen1,individual
dhrupall,individual
healthcaresbe,individual
RichLopes1,individual
bfgionline,business
kenruizhamada,individual
vishesh7,individual
SteveAbbott415,individual
benoitlacroix,individual
Nadia_Gonzalez,individual
efultang,individual
ericmass_,individual
StockCFO,business
jandrewstrauss,individual
AmirKabir99,individual
keithclassman,individual
ImCoachKev,individual
bhavinvakani,individual
Onfido,business
kel224,individual
DurdenBarNYC,individual
sobomiller,individual
ColleenStimac,individual
churtubise,individual
Caddy4Life,individual
dsameer,individual
greatlungrun,business
mgoldwasser,individual
DavidBohn4,business
MCTbhubaneshwar,business
MCVishakapatnam,business
Midas_YXL1018,individual
trrussell76,individual
cr_harper,individual
GatherCapital,business
getmoneymarket,business
rogteran,individual
notjoshroberts,business
smolles,individual
richardswart,individual
ConversionCap,business
taxcreditdude,business
Ro2bb0ie,business
MaxMHofer,individual
MariaMG,individual
FrankBizTalk,individual
byjessicajo,individual
lenda,business
Investor_Show,business
NordicMCP,business
ALAINDV,business
McClaryBros,business
KarimBhalwani,individual
cas_sons,business
LarrySc15083897,individual
DruidikT,individual
Usefwl,business
DerKubaner,individual
JP_PurposeCoach,business
jaybuckets35,individual
soscapitalinc,business
adamharvey,business
SahkerConsult,individual
pattijns,individual
AndyPadilla33,individual
shoproyalfitt,business
PrimeKutz_,individual
Helm_Anchor,business
chrisgeorge4,business
Das_Leben_2014,individual
BenBrey,individual
Tolusienka,individual
33JCF,business
AltonLamb,individual
SocialINDetroit,individual
bondyields,individual
JSebastianoCali,individual
Nakiyah_23,individual
nixon_norma,individual
itzikcoh,individual
SadikieSadik,individual
MayorsNews,business
tlptulip,individual
GerardoPuelles,individual
DEK_Canada,individual
andrealegend,individual
TheRiseGroup,business
SMBLending,business
Baggalonni,business
VincentStreich,individual
YeagerTara,individual
1selectcapital,business
hmcquain,individual
Real_Blue_Rose,individual
lux_com,individual
credibilitycap,business
TomFrederick83,business
varunparmar,individual
CapAccel,business
mbspunky,individual
PLMoylan,individual
osss_said,individual
hypercloth1,business
easybizloans,business
Romeo5510,individual
GOD_ovr_money,business
enfadado,individual
GeorgiaSnyder12,individual
BizFairfield,business
arealivy,individual
tfetimes,business
aov8,individual
melmatho,individual
dwyper,business
LASHOWROOM,business
ptouton,individual
ElieJamesNada,individual
bejannim,individual
UptownComCapita,individual
jackmforeiii721,individual
SquareBC_NY,business
lindsaysharma,individual
amithealth,business
number1tiancai,individual
SubZstancial,business
SannWood,individual
NadiaWayLife,business
sachamber,business
EllieBinau,individual
tommymarshall,individual
ThatPiePlace,individual
vizalytics,business
DebtMenu,business
gardeniaorganic,business
MerlinDigital,business
Johntaku84,individual
paulyd66,individual
jmoc21,individual
quincyrscott,individual
Crowd_Fund_Moi,individual
BZAwards,business
MerchantAtlas,business
psprinsky,individual
tatot_diaz,individual
DataAndMath,individual
ChuckMeunier,business
MikeStarosciak,individual
AdeniyiOgundana,individual
KarenKulaga,individual
inkacustom,business
WellnessProjNYC,business
stratpad,business
LaFTMolina,individual
rschapi,individual
jones22_b,individual
Staybullmiami,business
wadeholloway,individual
Partnership4NYC,business
mseld12,individual
acetransport123,individual
JJitua508,individual
Khasanshin_L,individual
Finnsec_llc,individual
yeeldr,business
BrookeRCain,individual
caino34,individual
EPX_Payments,business
TcCorliss,individual
SevimBillsberry,individual
tonaughton,individual
stevechinatu,individual
carlosperaltag,individual
Carlos_R_Ponce,individual
nextmoney_,business
wsadik,individual
kikokmr,individual
ChristianFundMe,business
SolarFuture1,business
tournatory_s,individual
darshan_n,individual
mapples_narayan,individual
fintechguru,individual
tzina_jerzyk,individual
CapcoConnect,business
winthemansion,business
MichelleFiesta,individual
VerifyInvestor,business
HeyNickWalsh,individual
socureme,business
missushealy,individual
ACFinTech,business
yg50cal,individual
DRAFTinvest,business
Easy1099s,business
justinmai3r,individual
_Health4Wealth,individual
Financial_Apps,business
cgougler,individual
hernandezjdm5,individual
piesthepies,individual
OmarKhedr3,individual
E_Teixeira,individual
InvoiceBayAU,business
tothestoics,individual
ThebysHCK,individual
schmiani,individual
GerryYChan,individual
law2709,individual
FinanceMarkG,business
Towntaxguy,individual
IngoMoneyNews,business
williamcferg,individual
KapowEvents,business
PaintedCookieCT,business
Jenn_Shropshire,individual
DRusso411,individual
ustrading1,individual
a_flowerbasket,individual
annbascom,individual
RyleyJohnson123,individual
Reliablelegal10,business
EduDesignUltd,business
tommyvito,individual
eProdigyLLC,business
SealCath,individual
persia13,individual
zn_nyc,individual
Jorge_en_Sydney,individual
DiscoverFeed,business
BackReliefDoc,individual
TheNomadTruck,business
RobertinNYC,individual
fgranik,individual
leslacez,individual
billyweeel,individual
jordanhepner,individual
WorkwellPartnrs,business
cloud_credit,business
ElizabethGundy,individual
Coworkk,individual
DonateEducation,business
CHV_5381,business
LJamiolkowski,individual
gryphonequity,individual
showalterjeff,individual
JPBFSI,individual
ebmeJRules,individual
karmeimo,individual
BridgeLaneAdv,business
smitmat86,individual
recoverypledge,business
fortepayments,business
cwengergroup,business
Katie_Weathers,individual
FreshAirLearnCo,business
Biznius,business
dflashnyc,business
scale112,business
jbrianlynch,individual
ItsADigital_W,individual
KCJP80,individual
JDauwen,individual
lorenzadeicaza,individual
EverestFunding,individual
ryanlevander,individual
ivansabev,business
JENuwineOne,individual
ReadThinkCreate,individual
KokushiBudo,individual
talentbanker,business
BethBrockland,individual
squeaky__toy,individual
martinmickus,individual
MicheleSChang,individual
lilTeej_tho,individual
JerkWorldChi,individual
trisha767,individual
Ondesco,business
SGSRating,individual
RoFields,individual
rodr55,individual
LoanSage,business
FreeCorpCred,business
InfinityDeliver,business
reamerge,business
Meg_Marie27,individual
RussellHolcombe,individual
StrategicStream,business
danielJ785,individual
paynetinc,business
AdviceOnLoan,business
KnoxPayments,business
MJasso45,individual
JAScavuzzo,individual
AllianceFunds,individual
healyjamesf,individual
sharaddaswani,business
AndrewRPadilla,individual
tradingdom,individual
ltloeser,individual
JatMayorrrrr,business
IAmCrowdEnergy,business
JoeTampa,individual
KevinSanker,individual
HeritageXpress,business
hlavmil_SK,business
ClassicPhx,individual
SamSheinin,individual
i7Marketing,business
emilywengel,individual
Diaz650Rolis,individual
sheusuk,individual
WilliamGambling,business
Buy_a_Biz,individual
CatrinaRecruits,individual
PistolPete829,individual
ACHProcessingCo,business
Pats_Rad_n_Auto,business
pennyhagerty,individual
smcain,individual
stoovd,individual
Kredit4Business,business
connectlending,business
TheCommsCo,business
MAEEOne,individual
QE__III,individual
megsloan,individual
mrs_eif,individual
AngelTranscript,individual
kysocialmedia,individual
BrianSBF,individual
ExpressBizCap,business
Toho70,individual
janiceconry,individual
mariedeorio,individual
Findevr,business
crowdlender,business
